District,State,Location,Latitude,Longitude,Lithology,Aquifer_Type,Expected_WBZ_Depth_m,Water_Level_m,Expected_Discharge_LPM,pH,EC_uS_cm,Hardness_mg_L,Nitrate_mg_L,Fluoride_mg_L,Recommended_Drilling,Well_Suitability,Expected_Water_Quality
Shivamogga,Karnataka,KA-Site-0463,11.712477,77.797158,Alluvium,Confined,60,2.87,246,7.06,451,422,73.71,0.57,Auger Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0464,13.171262,74.960943,Gneiss,Fractured,92,15.28,83,7.82,377,60,17.4,1.24,Rotary Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0465,11.976261,75.426069,Alluvium,Semi-confined,121,11.89,146,7.46,942,509,9.1,0.56,Rotary Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0466,16.410957,74.044224,Granite,Semi-confined,113,15.23,156,6.75,594,455,18.09,1.34,Rotary Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0467,14.624285,77.271583,Schist,Unconfined,147,20.24,99,7.65,1522,269,0.0,1.32,Percussion Drilling,Suitable,Poor
Mandya,Karnataka,KA-Site-0468,17.723004,76.561872,Schist,Semi-confined,47,20.79,117,7.42,881,62,11.19,0.46,Down-the-Hole,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0469,15.02893,75.452644,Schist,Unconfined,110,8.33,81,7.04,1027,397,41.64,0.55,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0470,16.007356,77.754462,Basalt,Confined,131,19.43,153,8.66,689,304,16.55,0.93,Rotary Drilling,Suitable,Good
Shivamogga,Karnataka,KA-Site-0471,14.545102,75.316948,Laterite,Semi-confined,76,22.29,93,7.1,1075,311,51.08,0.22,Percussion Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0472,16.046892,77.905998,Granite,Semi-confined,116,25.7,99,7.52,657,239,16.27,0.0,Cable Tool,Not Suitable,Good
Hassan,Karnataka,KA-Site-0473,18.100879,76.746692,Alluvium,Unconfined,140,2.58,313,6.86,1278,90,54.44,0.99,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0474,11.672511,77.1351,Alluvium,Semi-confined,113,11.15,291,8.04,548,352,27.5,1.31,Auger Drilling,Not Suitable,Good
Udupi,Karnataka,KA-Site-0475,11.779636,75.630321,Laterite,Semi-confined,141,16.48,109,7.34,646,416,28.88,0.0,Rotary Drilling,Not Suitable,Good
Hassan,Karnataka,KA-Site-0476,15.177228,74.297249,Basalt,Fractured,161,29.31,164,6.07,1447,137,55.11,1.37,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0477,13.377003,75.420508,Basalt,Fractured,134,5.99,142,8.0,1005,281,49.35,0.32,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0478,16.195355,77.695667,Granite,Fractured,116,11.12,155,7.24,763,375,2.86,0.93,Rotary Drilling,Suitable,Good
Belagavi,Karnataka,KA-Site-0479,12.213151,78.100042,Basalt,Semi-confined,142,6.22,210,7.27,1371,389,0.0,0.92,Auger Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0480,15.577046,74.839655,Basalt,Fractured,107,9.71,231,7.58,1407,343,6.86,0.0,Cable Tool,Suitable,Moderate
Mandya,Karnataka,KA-Site-0481,15.674425,75.233958,Gneiss,Fractured,167,23.54,160,6.77,1151,169,23.14,1.03,Cable Tool,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0482,17.510201,78.332297,Schist,Confined,87,20.71,151,8.17,1417,381,46.92,1.11,Down-the-Hole,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-0483,11.893497,77.363843,Granite,Confined,101,21.01,142,7.52,867,311,20.77,1.11,Rotary Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-0484,12.731232,75.059225,Gneiss,Unconfined,87,17.36,121,7.05,1252,300,37.91,0.23,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0485,13.130154,74.705422,Schist,Confined,154,23.87,198,7.1,156,334,29.11,0.18,Rotary Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0486,13.981837,76.540673,Alluvium,Fractured,78,4.53,246,7.63,1176,339,43.16,0.76,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0487,16.23774,75.357141,Laterite,Semi-confined,96,7.33,68,8.22,758,128,40.83,1.61,Down-the-Hole,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0488,15.26093,77.047059,Granite,Fractured,69,22.07,78,7.86,878,217,33.36,1.37,Auger Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0489,17.326737,78.46231,Gneiss,Fractured,140,21.86,85,6.75,1217,272,32.76,0.88,Cable Tool,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0490,14.179834,76.837859,Granite,Semi-confined,123,15.75,65,7.04,1048,387,27.99,0.77,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0491,13.375981,78.104937,Alluvium,Unconfined,175,4.6,314,8.27,329,341,23.9,1.22,Cable Tool,Suitable,Good
Belagavi,Karnataka,KA-Site-0492,14.33638,76.682196,Basalt,Confined,71,7.69,215,7.06,1240,115,59.04,0.81,Cable Tool,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0493,12.450221,78.398472,Basalt,Unconfined,96,11.79,166,7.13,1366,261,16.74,0.82,Rotary Drilling,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0494,14.413127,74.749423,Schist,Unconfined,124,29.65,120,7.9,983,152,29.88,1.27,Auger Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0495,17.400618,76.00649,Alluvium,Fractured,160,3.44,319,8.22,348,270,17.78,0.89,Cable Tool,Suitable,Good
Tumakuru,Karnataka,KA-Site-0496,14.821735,77.672255,Schist,Confined,120,15.8,154,8.19,813,440,62.7,1.59,Down-the-Hole,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0497,14.421681,74.649404,Laterite,Semi-confined,106,10.29,101,6.87,1359,111,30.45,0.64,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-0498,16.836528,74.647443,Schist,Semi-confined,161,5.22,141,7.21,1358,20,29.67,0.74,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0499,16.526477,75.992122,Schist,Confined,84,25.33,167,6.59,1065,395,3.68,0.62,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0500,13.308103,77.901552,Laterite,Unconfined,168,21.73,74,6.0,1109,116,0.0,0.0,Rotary Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0501,15.460963,78.125402,Gneiss,Confined,110,22.97,148,7.26,1955,275,2.51,0.97,Auger Drilling,Not Suitable,Poor
Hassan,Karnataka,KA-Site-0502,13.847848,78.285188,Granite,Semi-confined,113,18.33,141,8.69,773,158,34.92,0.32,Percussion Drilling,Suitable,Good
Ballari,Karnataka,KA-Site-0503,14.628119,77.500932,Schist,Unconfined,97,15.16,123,7.52,1060,383,0.0,0.06,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0504,15.600659,74.492671,Granite,Semi-confined,158,29.15,134,6.77,1229,155,43.86,1.46,Auger Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-0505,15.801496,78.016111,Schist,Fractured,110,11.21,119,7.94,1352,198,15.12,0.41,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-0506,13.140275,74.088432,Basalt,Unconfined,55,26.98,176,7.55,1280,379,26.18,0.68,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0507,17.030583,76.773308,Schist,Fractured,125,12.72,123,8.17,649,240,54.87,0.73,Cable Tool,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0508,16.902852,76.177448,Laterite,Confined,143,27.44,76,7.76,1063,353,31.63,0.78,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-0509,11.849021,74.674592,Gneiss,Unconfined,215,21.13,142,7.42,790,329,40.35,0.0,Auger Drilling,Suitable,Good
Ballari,Karnataka,KA-Site-0510,14.992776,74.324959,Schist,Unconfined,204,22.11,195,7.41,424,292,9.08,1.08,Auger Drilling,Not Suitable,Good
Davanagere,Karnataka,KA-Site-0511,17.606762,76.759023,Alluvium,Semi-confined,88,9.78,262,7.86,650,20,32.57,0.47,Cable Tool,Suitable,Good
Chitradurga,Karnataka,KA-Site-0512,15.328409,76.458114,Gneiss,Fractured,135,7.24,140,7.25,805,238,19.3,0.98,Auger Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0513,15.861965,75.602303,Schist,Unconfined,93,20.98,165,7.87,513,339,50.46,0.68,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0514,12.626022,77.151565,Laterite,Confined,78,23.97,90,6.82,1158,302,0.0,1.27,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0515,17.437422,76.218422,Granite,Semi-confined,76,26.17,24,7.2,1366,284,0.0,0.0,Percussion Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0516,17.057686,76.189172,Gneiss,Unconfined,136,13.35,102,7.16,854,339,27.0,0.04,Auger Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0517,13.649614,74.158217,Granite,Unconfined,139,18.79,61,6.95,100,285,37.53,0.28,Auger Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0518,14.704352,77.417841,Basalt,Confined,87,10.15,244,7.15,1202,20,43.19,0.32,Cable Tool,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0519,11.865954,77.836442,Alluvium,Fractured,132,5.94,243,6.84,1363,295,3.43,1.21,Auger Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-0520,15.313773,75.213841,Schist,Unconfined,112,22.56,170,6.69,1135,392,0.0,0.86,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0521,12.55885,75.281036,Schist,Semi-confined,174,18.49,117,7.28,547,328,41.78,0.71,Rotary Drilling,Not Suitable,Good
Hassan,Karnataka,KA-Site-0522,14.031663,74.487802,Granite,Semi-confined,176,26.9,103,7.69,100,682,40.62,0.89,Auger Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0523,15.5584,76.430978,Laterite,Semi-confined,154,8.4,111,7.23,1007,143,13.42,0.0,Cable Tool,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0524,14.922656,75.833335,Schist,Fractured,91,29.66,145,7.09,2130,504,5.11,0.94,Percussion Drilling,Not Suitable,Poor
Dakshina Kannada,Karnataka,KA-Site-0525,12.883832,75.434678,Laterite,Fractured,66,7.91,99,7.75,1145,188,21.71,1.07,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0526,15.999646,77.522356,Alluvium,Unconfined,88,14.12,204,7.69,1152,228,14.56,1.77,Rotary Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-0527,17.94028,76.926148,Laterite,Semi-confined,87,15.06,62,7.4,637,261,10.67,1.53,Percussion Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0528,17.122194,74.690358,Basalt,Fractured,93,14.16,133,7.18,1157,439,20.07,0.11,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-0529,12.240635,76.82693,Alluvium,Confined,99,9.1,346,7.47,1242,236,7.38,1.05,Auger Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0530,16.055071,77.900697,Alluvium,Confined,160,13.52,368,7.58,1134,512,38.95,0.5,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0531,16.540779,74.387611,Basalt,Unconfined,68,13.44,173,7.37,801,621,47.89,1.38,Auger Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0532,13.00824,74.542168,Basalt,Confined,138,26.29,180,8.14,1293,89,41.75,0.68,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0533,11.959383,76.472353,Granite,Semi-confined,189,11.39,151,8.01,738,373,20.87,1.72,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0534,16.495252,74.933802,Alluvium,Semi-confined,134,8.96,247,8.04,879,375,23.63,0.18,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0535,18.161917,75.438744,Basalt,Fractured,93,23.11,169,8.02,624,190,0.0,0.47,Percussion Drilling,Not Suitable,Good
Chitradurga,Karnataka,KA-Site-0536,14.601891,75.692857,Alluvium,Confined,172,6.14,349,7.47,1055,20,6.04,1.33,Cable Tool,Suitable,Moderate
Mandya,Karnataka,KA-Site-0537,13.44266,78.200359,Schist,Semi-confined,142,21.19,197,7.45,765,752,42.53,0.4,Rotary Drilling,Not Suitable,Good
Chitradurga,Karnataka,KA-Site-0538,12.853375,78.278351,Alluvium,Semi-confined,111,6.72,217,7.37,1184,766,46.16,0.29,Auger Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0539,12.677656,74.854706,Schist,Semi-confined,48,11.19,128,8.21,1417,253,54.56,0.7,Auger Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-0540,18.360038,76.683164,Granite,Unconfined,106,22.74,120,7.26,930,223,0.0,2.03,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0541,18.11512,77.031244,Laterite,Confined,117,11.01,73,6.0,229,26,50.95,0.81,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0542,17.31142,76.988055,Basalt,Unconfined,69,13.46,212,7.72,1186,659,73.7,0.39,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0543,15.400763,77.341862,Gneiss,Semi-confined,139,7.2,63,8.3,691,297,0.0,0.4,Cable Tool,Suitable,Good
Belagavi,Karnataka,KA-Site-0544,17.498651,77.078941,Schist,Confined,43,27.06,151,7.24,413,131,44.19,0.81,Percussion Drilling,Not Suitable,Good
Hassan,Karnataka,KA-Site-0545,11.83447,75.585039,Granite,Unconfined,107,9.98,151,6.26,400,321,34.53,0.98,Down-the-Hole,Suitable,Good
Belagavi,Karnataka,KA-Site-0546,14.756943,74.26207,Alluvium,Confined,120,4.67,183,7.27,1143,66,34.02,0.86,Cable Tool,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0547,17.671447,76.318365,Granite,Semi-confined,133,18.82,164,6.36,988,312,21.52,1.1,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0548,14.889492,74.286206,Laterite,Confined,121,18.79,49,6.98,343,555,27.7,0.59,Cable Tool,Suitable,Good
Chitradurga,Karnataka,KA-Site-0549,13.3566,77.08741,Gneiss,Semi-confined,89,28.35,111,7.82,1376,372,51.22,0.82,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0550,12.319451,76.3768,Basalt,Semi-confined,152,8.17,158,8.92,884,89,27.32,1.11,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0551,14.470604,77.216132,Laterite,Semi-confined,56,15.27,108,7.2,525,202,42.21,0.77,Auger Drilling,Not Suitable,Good
Mysuru,Karnataka,KA-Site-0552,11.569785,74.381448,Schist,Confined,86,25.19,145,7.46,1074,426,37.85,1.07,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0553,15.059353,75.048058,Granite,Unconfined,139,29.52,141,7.13,676,394,17.55,0.55,Down-the-Hole,Suitable,Good
Chitradurga,Karnataka,KA-Site-0554,17.391308,76.495792,Schist,Semi-confined,162,27.54,135,7.27,1198,348,75.52,0.29,Cable Tool,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0555,12.819499,77.622351,Basalt,Unconfined,85,18.98,179,6.7,903,20,16.51,2.33,Cable Tool,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0556,11.559469,77.424527,Laterite,Fractured,146,22.83,78,7.31,593,130,36.2,0.04,Auger Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0557,12.58389,75.602873,Alluvium,Confined,141,6.41,377,8.33,101,369,34.53,0.33,Percussion Drilling,Suitable,Good
Ballari,Karnataka,KA-Site-0558,15.48245,77.96769,Gneiss,Fractured,64,28.55,99,7.53,532,559,17.29,0.78,Auger Drilling,Not Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-0559,12.837435,77.557311,Granite,Confined,46,14.6,107,7.66,1148,212,23.02,0.96,Cable Tool,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0560,15.571122,76.400661,Laterite,Semi-confined,113,19.91,116,7.1,489,309,32.14,0.15,Rotary Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0561,18.055992,75.387585,Basalt,Unconfined,134,11.2,202,6.89,1156,304,0.0,0.46,Cable Tool,Suitable,Moderate
Mandya,Karnataka,KA-Site-0562,14.344565,76.182828,Granite,Unconfined,133,18.52,107,7.65,1140,443,66.15,1.1,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-0563,14.384124,74.622789,Laterite,Fractured,132,20.98,136,7.81,792,180,33.36,1.75,Rotary Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0564,17.058942,76.225687,Schist,Fractured,107,27.37,119,6.46,1227,363,10.68,0.48,Percussion Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0565,13.175589,75.880858,Alluvium,Confined,87,2.89,186,7.77,209,20,15.02,1.08,Rotary Drilling,Suitable,Good
Davanagere,Karnataka,KA-Site-0566,16.797525,75.494003,Alluvium,Semi-confined,131,11.42,330,7.07,365,408,55.82,2.35,Auger Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0567,16.088052,75.049344,Schist,Semi-confined,103,22.35,167,7.77,100,401,8.41,0.97,Auger Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0568,16.686182,76.978371,Basalt,Semi-confined,174,13.89,152,7.95,1529,368,0.08,0.25,Cable Tool,Not Suitable,Poor
Udupi,Karnataka,KA-Site-0569,14.715422,77.680836,Gneiss,Semi-confined,123,21.54,130,7.86,507,342,35.15,0.31,Auger Drilling,Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-0570,14.56447,75.038306,Alluvium,Fractured,113,5.08,242,8.14,577,328,16.87,0.64,Auger Drilling,Suitable,Good
Tumakuru,Karnataka,KA-Site-0571,18.230806,77.632677,Laterite,Semi-confined,59,28.34,85,6.81,719,398,31.86,0.91,Rotary Drilling,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-0572,17.532907,76.146994,Gneiss,Unconfined,81,29.86,95,7.53,1090,37,19.22,0.65,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0573,11.509998,76.023125,Granite,Semi-confined,130,29.98,155,6.8,509,255,23.98,1.35,Percussion Drilling,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-0574,17.840298,78.387892,Basalt,Semi-confined,93,10.81,164,7.86,478,364,0.0,0.46,Down-the-Hole,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0575,16.657562,76.040373,Schist,Fractured,109,17.58,62,8.08,534,361,37.1,1.56,Auger Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0576,13.624527,75.793154,Granite,Unconfined,127,12.92,65,7.24,881,317,31.24,0.24,Rotary Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-0577,11.899694,74.497444,Basalt,Unconfined,112,15.83,112,7.79,1221,24,13.71,1.44,Percussion Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0578,11.864507,74.057697,Alluvium,Confined,91,12.14,188,7.36,1072,410,81.44,0.0,Down-the-Hole,Suitable,Moderate
Ballari,Karnataka,KA-Site-0579,18.326712,78.345967,Alluvium,Confined,144,3.76,223,7.8,470,402,26.98,0.81,Auger Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-0580,17.929651,78.068511,Granite,Semi-confined,84,8.91,160,6.49,367,20,16.01,0.9,Down-the-Hole,Suitable,Good
Hassan,Karnataka,KA-Site-0581,13.08731,78.191707,Schist,Fractured,124,5.49,145,8.06,309,368,24.99,0.42,Down-the-Hole,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0582,17.863039,78.30995,Alluvium,Confined,127,2.09,136,7.59,424,240,40.69,0.85,Auger Drilling,Suitable,Good
Udupi,Karnataka,KA-Site-0583,15.021508,74.373116,Basalt,Fractured,58,26.4,231,6.6,786,388,16.51,1.33,Percussion Drilling,Suitable,Good
Kalaburagi,Karnataka,KA-Site-0584,12.941211,75.447589,Granite,Confined,89,16.64,102,6.69,913,121,48.52,0.75,Down-the-Hole,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-0585,18.010038,75.726053,Laterite,Confined,158,25.17,89,6.53,731,102,45.87,1.05,Auger Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-0586,14.881464,75.872318,Alluvium,Confined,134,14.69,220,7.02,559,218,45.11,0.67,Auger Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0587,15.807435,75.853759,Granite,Fractured,132,20.39,77,7.34,707,500,50.15,0.0,Down-the-Hole,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0588,12.154641,75.922006,Laterite,Semi-confined,163,8.22,89,7.8,1336,187,0.0,0.79,Percussion Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0589,17.183774,77.902185,Granite,Confined,106,19.16,123,7.08,1054,361,24.14,0.0,Percussion Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0590,11.549676,77.687292,Laterite,Unconfined,68,14.0,134,7.67,933,305,0.0,1.25,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0591,18.175925,76.889496,Gneiss,Confined,91,26.06,99,8.24,416,88,27.26,0.42,Cable Tool,Not Suitable,Good
Kalaburagi,Karnataka,KA-Site-0592,14.393397,76.459767,Gneiss,Fractured,125,15.9,129,7.72,966,92,20.33,1.31,Rotary Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0593,14.506135,76.118177,Granite,Semi-confined,110,28.21,115,8.48,1243,262,43.44,0.55,Cable Tool,Suitable,Moderate
Kolar,Karnataka,KA-Site-0594,12.807408,77.740606,Gneiss,Unconfined,124,24.17,75,6.5,601,200,45.07,0.43,Rotary Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0595,13.457717,74.861846,Schist,Unconfined,164,11.03,140,7.27,642,349,62.36,1.08,Cable Tool,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0596,14.953391,74.180311,Schist,Fractured,172,29.61,103,7.19,407,442,63.78,1.8,Down-the-Hole,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-0597,14.620109,77.762534,Gneiss,Confined,105,18.44,64,8.08,1159,546,6.37,1.67,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0598,11.642388,74.923342,Schist,Unconfined,90,17.18,142,8.03,888,416,9.09,0.78,Cable Tool,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0599,17.118594,75.111344,Alluvium,Semi-confined,121,10.48,304,7.13,1034,235,31.86,0.07,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-0600,12.78046,75.642714,Laterite,Confined,119,15.81,74,7.52,360,302,68.01,1.41,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0601,15.396965,77.32233,Laterite,Confined,166,15.82,73,8.71,806,71,48.96,0.93,Rotary Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0602,12.389718,75.605254,Laterite,Fractured,140,19.81,99,7.23,945,368,26.24,0.74,Percussion Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0603,11.697339,75.101353,Granite,Fractured,111,23.01,149,7.3,1207,311,2.31,0.91,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0604,15.503283,78.083584,Basalt,Semi-confined,103,8.06,226,7.46,695,20,26.63,0.6,Cable Tool,Suitable,Good
Udupi,Karnataka,KA-Site-0605,13.771547,78.253051,Alluvium,Confined,107,10.4,144,7.37,399,391,37.96,1.69,Down-the-Hole,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0606,12.383984,78.255994,Alluvium,Fractured,164,2.86,211,7.92,960,344,14.35,1.22,Rotary Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0607,14.60128,76.780159,Laterite,Unconfined,106,29.06,95,7.21,1117,311,56.37,0.0,Rotary Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0608,15.56678,77.284501,Gneiss,Fractured,104,15.27,149,7.96,829,312,27.38,1.48,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0609,13.336913,75.08794,Gneiss,Fractured,160,14.46,108,7.17,996,337,29.76,0.38,Percussion Drilling,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0610,15.01009,75.051311,Alluvium,Fractured,146,6.73,305,7.83,207,500,79.95,0.83,Auger Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0611,15.419234,76.188823,Basalt,Semi-confined,67,25.32,180,6.75,949,277,40.17,0.83,Cable Tool,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0612,12.288265,78.202943,Gneiss,Fractured,75,9.59,94,6.5,1402,225,4.64,0.7,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0613,13.370469,76.29101,Granite,Fractured,133,19.14,88,7.57,955,218,22.47,1.18,Down-the-Hole,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-0614,18.304374,77.866962,Granite,Fractured,107,7.75,116,7.77,889,267,31.17,0.44,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0615,13.869878,76.130457,Granite,Fractured,158,21.55,128,8.17,794,29,35.34,0.88,Cable Tool,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0616,17.539395,74.733062,Schist,Confined,106,25.31,155,7.24,1122,20,21.32,1.83,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0617,13.294047,74.856861,Gneiss,Unconfined,102,17.12,76,6.58,457,315,36.67,0.77,Down-the-Hole,Not Suitable,Good
Hassan,Karnataka,KA-Site-0618,17.625061,75.356553,Basalt,Confined,104,7.36,206,8.25,648,314,36.77,0.2,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0619,12.954767,76.268315,Basalt,Semi-confined,49,28.71,196,7.69,1201,113,29.47,0.0,Percussion Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-0620,15.975705,74.580664,Gneiss,Fractured,111,15.76,125,7.2,692,427,30.59,1.11,Cable Tool,Suitable,Good
Ballari,Karnataka,KA-Site-0621,13.622967,75.631624,Laterite,Unconfined,124,16.07,82,6.47,2033,241,33.67,0.46,Cable Tool,Suitable,Poor
Belagavi,Karnataka,KA-Site-0622,16.667055,74.851124,Laterite,Semi-confined,95,19.34,100,7.19,911,404,5.35,0.39,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-0623,11.848467,75.20825,Granite,Confined,138,28.6,182,8.36,557,722,0.0,0.6,Down-the-Hole,Not Suitable,Good
Mandya,Karnataka,KA-Site-0624,14.795495,77.179891,Gneiss,Fractured,52,28.52,102,7.34,2139,261,40.2,0.41,Percussion Drilling,Suitable,Poor
